trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
72,False,"{'a': 0.01, 'e': 0.751805729140895}",25,18,-2.5482503220711052,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",25,0,-38.32678165427608,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",30,0,-129.93086237642507,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,0,-36.253426326035566,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",20,0,-12.643290135315628,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109434}",25,14,14.751810829310845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-45.62258196968235,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522362}",25,0,-78.42410704770779,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.6967067093471655}",25,0,-105.82421834232393,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
81,False,"{'a': 0.01, 'e': 0.6894984329517471}",25,0,-93.85537432629951,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.6822212072876136}",25,0,-40.64567350076183,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.6748757600712672}",20,12,-60.80760542779704,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.6674628258413082}",25,0,-90.0386275557889,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",25,8,4.812985783025316,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",30,0,-168.35423203693736,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",25,0,-89.52523185998842,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",20,0,-19.903038504759742,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",25,0,-113.63890644057595,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
90,False,"{'a': 0.01, 'e': 0.6216099682706645}",30,0,-118.7122133578113,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",20,8,9.700418402961372,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.6058201566434629}",25,0,-19.189717394532046,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",25,0,-5.871412201246635,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.5897880250310983}",20,0,-78.54727722062279,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",25,0,-1.42521050425073,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",20,13,-6.153249024035183,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.5652995311603544}",20,0,-84.14005492224969,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
98,False,"{'a': 0.01, 'e': 0.5570225467662173}",20,7,-43.610068407549235,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.5486898605815876}",25,0,-28.824149107959492,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",20,0,-15.749511755555192,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",25,0,-69.80265318206698,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
102,False,"{'a': 0.01, 'e': 0.5233659512516496}",20,9,-10.966213840197852,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",20,0,-62.81743792517387,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",20,13,-12.468217124051689,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.497571047891727}",25,11,2.5832489011040654,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.48887208186052755}",30,0,-65.74582407392587,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.48012422902853413}",30,6,-15.88972117549153,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",20,6,-28.894579440773967,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",20,2,7.169347066835025,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",30,0,-74.60056254578647,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.44466151674170673}",25,0,-28.382978976526395,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
112,False,"{'a': 0.01, 'e': 0.43568244627671204}",25,0,28.27822786319711,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",25,12,-8.080790344549863,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",20,0,-7.584614504339526,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",30,0,-115.24038755405394,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",20,0,-80.67404699372845,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",25,11,5.463201243374492,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3809248243668818}",20,0,-10.386136870191583,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
119,False,"{'a': 0.01, 'e': 0.371659872260533}",25,2,-84.14880201647654,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",30,0,24.790951882742398,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.35301940121933034}",25,15,20.256997584438146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",25,11,-16.757009869883543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",20,5,-47.949226019816614,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",25,0,-20.269282310638175,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",25,0,-21.142855495652473,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
126,False,"{'a': 0.01, 'e': 0.3058169083782893}",20,0,-6.028476944496349,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.01, 'e': 0.2962808729253187}",25,0,0.7630868066978937,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.28671520963195546}",25,14,-0.0923115879384917,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,5,-23.746886565725475,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",25,19,11.352683992833468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,0,20.672421547290234,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",20,14,-2.694398147293667,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",30,12,24.95610400369216,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",20,3,-35.43360159751865,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,7,29.559911631932067,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,3,6.235369482955143,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",25,15,16.247058479248967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",25,15,17.548595608400394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.17981297767299934}",30,13,-17.476065692927758,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",20,0,3.6947468679581252,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",20,14,9.614238776190238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,3,8.725379099139666,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.1403316058467367}",20,11,3.8162233278855906,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",30,8,25.455942703793646,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.1205027693673666}",20,0,22.10996475736841,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
146,False,"{'a': 0.01, 'e': 0.11056977982006957}",30,16,17.85288825833087,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693172}",20,6,16.772783201924764,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.09067162446430967}",20,6,13.52837117586689,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480062}",30,7,12.945886490774393,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
